,Value
74768,800
74769,300
74770,800
74771,200
74772,800
74773,200
74774,2000
74775,1000
74776,200
74777,800
74778,300
74779,1000
74780,2000
74781,1000
74782,800
74783,2000
74784,600
74785,100
74786,400
74787,400
74788,800
74789,1000
74790,400
74791,2000
74792,400
74793,400
74794,500
74795,1000
74796,600
74797,1000
74798,400
74799,1000
74800,800
74801,2000
74802,600
74803,800
74804,300
74805,1000
74806,200
74807,1000
74808,800
74809,1000
74810,200
74811,400
74812,1000
74813,400
74814,200
74815,600
74816,400
74817,1000
74818,400
74819,800
74820,500
74821,2000
74822,1000
74823,3000
74824,200
74825,400
74826,100
74827,800
74828,600
74829,400
74830,200
74831,600
74832,2000
74833,1000
74834,200
74835,1000
74836,1000
74837,400
74838,500
74839,1000
74840,800
74841,800
74842,600
74843,500
74844,800
74845,200
74846,200
74847,600
74848,300
74849,2000
74850,600
74851,600
74852,400
74853,2000
74854,300
74855,800
74856,2000
74857,1000
74858,400
74859,400
74860,200
74861,500
74862,600
74863,1000
74864,300
74865,400
74866,600
74867,200
74868,800
74869,400
74870,800
74871,400
74872,2000
74873,800
74874,400
74875,800
74876,200
74877,1000
74878,2000
74879,600
74880,1000
74881,200
74882,200
74883,2000
74884,300
74885,200
74886,800
74887,800
74888,1000
74889,400
74890,400
74891,500
74892,1000
74893,200
74894,500
74895,500
74896,800
74897,400
74898,200
74899,600
74900,400
74901,400
74902,1000
74903,600
74904,800
74905,400
74906,2000
74907,800
74908,400
74909,400
74910,400
74911,400
74912,200
74913,800
74914,400
74915,2000
74916,400
74917,200
74918,100
74919,200
74920,400
74921,500
74922,400
74923,2000
74924,100
74925,1000
74926,600
74927,100
74928,1000
74929,200
74930,800
74931,2000
74932,400
74933,2000
74934,3000
74935,1000
74936,600
74937,200
74938,600
74939,400
74940,600
74941,200
74942,200
74943,100
74944,200
74945,800
74946,2000
74947,1000
74948,800
74949,200
74950,100
74951,1000
74952,2000
74953,400
74954,2000
74955,200
74956,800
74957,1000
74958,200
74959,200
74960,400
74961,400
74962,1000
74963,1000
74964,2000
74965,4000
74966,400
74967,500
74968,800
74969,500
74970,400
74971,400
74972,800
74973,600
74974,200
74975,200
74976,1000
74977,400
74978,2000
74979,1000
74980,400
74981,800
74982,2000
74983,1000
74984,800
74985,200
74986,800
74987,2000
74988,2000
74989,500
74990,400
74991,800
74992,200
74993,400
74994,2000
74995,600
74996,1000
74997,500
74998,800
74999,400
75000,800
75001,500
75002,1000
75003,3000
75004,200
75005,1000
75006,2000
75007,1000
75008,2000
75009,200
75010,400
75011,1000
75012,400
75013,400
75014,2000
75015,200
75016,400
75017,1000
75018,1000
75019,500
75020,400
75021,400
75022,9000
75023,800
75024,800
75025,600
75026,600
75027,200
75028,800
75029,200
75030,800
75031,200
75032,200
75033,300
75034,400
75035,200
75036,2000
75037,1000
75038,2000
75039,400
75040,800
75041,400
75042,400
75043,800
75044,400
75045,400
75046,800
75047,1000
75048,1000
75049,200
75050,800
75051,300
75052,1000
75053,400
75054,600
75055,800
75056,600
75057,500
75058,300
75059,1000
75060,200
75061,400
75062,2000
75063,800
75064,2000
75065,700
75066,400
75067,600
75068,800
75069,1000
75070,100
75071,200
75072,600
75073,500
75074,400
75075,300
75076,1000
75077,500
75078,800
75079,400
75080,400
75081,2000
75082,500
75083,1000
75084,400
75085,400
75086,400
75087,1000
75088,300
75089,800
75090,400
75091,2000
75092,200
75093,200
75094,2000
75095,300
75096,600
75097,200
75098,2000
75099,800
75100,800
75101,300
75102,600
75103,400
75104,2000
75105,200
75106,400
75107,1000
75108,200
75109,800
75110,2000
75111,400
75112,500
75113,400
75114,800
75115,200
75116,1000
75117,200
75118,300
75119,1000
75120,800
75121,800
75122,900
75123,600
75124,2000
75125,800
75126,400
75127,600
75128,300
75129,600
75130,1000
75131,100
75132,600
75133,1000
75134,800
75135,600
75136,200
75137,600
75138,200
75139,200
75140,800
75141,200
75142,400
75143,400
75144,400
75145,300
75146,400
75147,600
75148,200
75149,200
75150,400
75151,500
75152,500
75153,300
75154,400
75155,500
75156,400
75157,2000
75158,2000
75159,800
75160,1000
75161,500
75162,1000
75163,2000
75164,2000
75165,300
75166,200
75167,500
75168,400
75169,400
75170,800
75171,400
75172,800
75173,200
75174,200
75175,200
75176,200
75177,2000
75178,400
75179,1000
75180,800
75181,1000
75182,800
75183,400
75184,800
75185,100
75186,2000
75187,600
75188,600
75189,500
75190,200
75191,400
75192,600
75193,200
75194,800
75195,200
75196,400
75197,2000
75198,600
75199,400
75200,1000
75201,400
75202,1000
75203,500
75204,600
75205,1000
75206,400
75207,1000
75208,800
75209,600
75210,200
75211,500
75212,1000
75213,600
75214,400
75215,4000
75216,2000
75217,200
75218,2000
75219,400
75220,800
75221,800
75222,800
75223,400
75224,400
75225,1000
75226,1000
75227,2000
75228,400
75229,1000
75230,2000
75231,800
75232,400
75233,200
75234,2000
75235,600
75236,200
75237,800
75238,2000
75239,400
75240,200
75241,1000
75242,600
75243,800
75244,800
75245,800
75246,1000
75247,400
75248,300
75249,2000
75250,400
75251,600
75252,800
75253,400
75254,400
75255,800
75256,2000
75257,200
75258,200
75259,400
75260,2000
75261,200
75262,800
75263,600
75264,200
75265,200
75266,2000
75267,400
75268,600
75269,400
75270,600
75271,1000
75272,400
75273,1000
75274,600
75275,100
75276,500
75277,300
75278,200
75279,2000
75280,1000
75281,400
75282,1000
75283,100
75284,1000
75285,200
75286,300
75287,400
75288,5000
75289,200
75290,2000
75291,2000
75292,2000
75293,400
75294,2000
75295,200
75296,1000
75297,1000
75298,400
75299,800
75300,1000
75301,1000
75302,800
75303,800
75304,200
75305,1000
75306,800
75307,600
75308,800
75309,1000
75310,900
75311,600
75312,2000
75313,2000
75314,400
75315,400
75316,400
75317,400
75318,300
75319,1000
75320,100
75321,600
75322,600
75323,400
75324,800
75325,400
75326,400
75327,1000
75328,800
75329,2000
75330,200
75331,600
75332,1000
75333,1000
75334,600
75335,400
75336,1000
75337,2000
75338,1000
75339,400
75340,600
75341,600
75342,200
75343,500
75344,800
75345,400
75346,400
75347,100
75348,2000
75349,2000
75350,1000
75351,400
75352,400
75353,800
75354,400
75355,400
75356,200
75357,100
75358,2000
75359,600
75360,800
75361,800
75362,1000
75363,800
75364,800
75365,600
75366,1000
75367,200
75368,400
75369,1000
75370,2000
75371,800
75372,600
75373,600
75374,200
75375,200
75376,2000
75377,400
75378,2000
75379,300
75380,2000
75381,600
75382,400
75383,200
75384,400
75385,400
75386,2000
75387,2000
75388,2000
75389,800
75390,2000
75391,400
75392,2000
75393,1000
75394,100
75395,2000
75396,800
75397,200
75398,600
75399,100
75400,1000
75401,400
75402,100
75403,1000
75404,300
75405,1000
75406,1000
75407,200
75408,500
75409,400
75410,600
75411,400
75412,1000
75413,2000
75414,5000
75415,1000
75416,800
75417,600
75418,1000
75419,2000
75420,2000
75421,1000
75422,300
75423,400
75424,200
75425,400
75426,1000
75427,800
75428,500
75429,400
75430,100
75431,200
75432,200
75433,400
75434,600
75435,600
75436,400
75437,400
75438,800
75439,200
75440,400
75441,800
75442,800
75443,800
75444,1000
75445,1000
75446,200
75447,2000
75448,200
75449,400
75450,2000
75451,800
75452,400
75453,400
75454,200
75455,300
75456,1000
75457,400
75458,1000
75459,800
75460,1000
75461,2000
75462,300
75463,200
75464,200
75465,200
75466,200
75467,200
75468,600
75469,200
75470,400
75471,400
75472,400
75473,300
75474,800
75475,200
75476,200
75477,800
75478,400
75479,400
75480,400
75481,600
75482,1000
75483,200
75484,2000
75485,200
75486,400
75487,600
75488,100
75489,2000
75490,2000
75491,400
75492,100
75493,100
75494,100
75495,500
75496,500
75497,500
75498,800
75499,500
75500,200
75501,600
75502,600
75503,400
75504,500
75505,200
75506,1000
75507,400
75508,600
75509,400
75510,600
75511,1000
75512,200
75513,200
75514,200
75515,1000
75516,600
75517,600
75518,400
75519,800
75520,800
75521,600
75522,800
75523,600
75524,1000
75525,300
75526,400
75527,2000
75528,800
75529,600
75530,600
75531,200
75532,400
75533,500
75534,400
75535,200
75536,1000
75537,800
75538,800
75539,400
75540,1000
75541,200
75542,600
75543,800
75544,2000
75545,500
75546,600
75547,1000
75548,2000
75549,200
75550,400
75551,2000
75552,500
75553,800
75554,600
75555,1000
75556,600
75557,200
75558,400
75559,400
75560,2000
75561,1000
75562,400
75563,200
75564,400
75565,300
75566,1000
75567,600
75568,2000
75569,600
75570,600
75571,400
75572,1000
75573,200
75574,300
75575,200
75576,2000
75577,2000
75578,200
75579,2000
75580,400
75581,600
75582,400
75583,800
75584,500
75585,200
75586,2000
75587,200
75588,500
75589,2000
75590,800
75591,600
75592,200
75593,200
75594,2000
75595,400
75596,1000
75597,100
75598,2000
75599,2000
75600,1000
75601,2000
75602,2000
75603,400
75604,1000
75605,800
75606,2000
75607,200
75608,1000
75609,600
75610,1000
75611,300
75612,800
75613,500
75614,200
75615,200
75616,600
75617,1000
75618,200
75619,800
75620,2000
75621,2000
75622,1000
75623,1000
75624,2000
75625,2000
75626,300
75627,400
75628,200
75629,400
75630,600
75631,400
75632,1000
75633,2000
75634,2000
75635,200
75636,2000
75637,2000
75638,600
75639,200
75640,500
75641,400
75642,2000
75643,200
75644,800
75645,2000
75646,400
75647,800
75648,600
75649,200
75650,1000
75651,400
75652,2000
75653,400
75654,3000
75655,800
75656,800
75657,1000
75658,200
75659,600
75660,2000
75661,400
75662,1000
75663,400
75664,200
75665,100
75666,800
75667,200
75668,2000
75669,500
75670,400
75671,900
75672,800
75673,400
75674,600
75675,1000
75676,2000
75677,600
75678,100
75679,600
75680,1000
75681,400
75682,1000
75683,800
75684,1000
75685,2000
75686,2000
75687,800
75688,300
75689,1000
75690,1000
75691,1000
75692,200
75693,300
75694,800
75695,100
75696,800
75697,600
75698,1000
75699,200
75700,1000
75701,2000
75702,2000
75703,800
75704,2000
75705,800
75706,400
75707,400
75708,400
75709,600
75710,400
75711,300
75712,500
75713,200
75714,1000
75715,200
75716,800
75717,800
75718,900
75719,400
75720,0
75721,1000
75722,600
75723,600
75724,600
75725,2000
75726,800
75727,600
75728,1000
75729,800
75730,400
75731,800
75732,2000
75733,400
75734,400
75735,1000
75736,600
75737,2000
75738,1000
75739,200
75740,400
75741,1000
75742,2000
75743,2000
75744,1000
75745,200
75746,2000
75747,2000
75748,400
75749,200
75750,400
75751,200
75752,1000
75753,200
75754,200
75755,800
75756,200
75757,1000
75758,2000
75759,400
75760,500
75761,400
75762,200
75763,200
75764,500
75765,200
75766,1000
75767,800
75768,400
75769,200
75770,400
75771,2000
75772,1000
75773,400
75774,400
75775,100
75776,200
75777,800
75778,400
75779,1000
75780,400
75781,400
75782,400
75783,400
75784,400
75785,800
75786,300
75787,200
75788,300
75789,800
75790,200
75791,600
75792,200
75793,100
75794,400
75795,100
75796,800
75797,400
75798,300
75799,1000
75800,1000
75801,500
75802,800
75803,800
75804,300
75805,1000
75806,400
75807,200
75808,800
75809,800
75810,400
75811,500
75812,2000
75813,1000
75814,600
75815,500
75816,100
75817,600
75818,400
75819,1000
75820,2000
75821,1000
75822,800
75823,1000
75824,500
75825,800
75826,400
75827,600
75828,1000
75829,600
75830,1000
75831,1000
75832,100
75833,800
75834,300
75835,1000
75836,400
75837,800
75838,400
75839,1000
75840,1000
75841,100
75842,800
75843,500
75844,200
75845,2000
75846,400
75847,800
75848,200
75849,100
75850,400
75851,2000
75852,800
75853,100
75854,300
75855,800
75856,2000
75857,200
75858,200
75859,2000
75860,500
75861,500
75862,400
75863,400
75864,100
75865,400
75866,200
75867,400
75868,400
75869,1000
75870,200
75871,300
75872,500
75873,1000
75874,500
75875,600
75876,200
75877,400
75878,2000
75879,1000
75880,800
75881,200
75882,800
75883,400
75884,1000
75885,400
75886,2000
75887,400
75888,1000
75889,100
75890,800
75891,2000
75892,400
75893,1000
75894,1000
75895,400
75896,7000
75897,400
75898,2000
75899,400
75900,200
75901,800
75902,300
75903,400
75904,200
75905,1000
75906,1000
75907,500
75908,600
75909,400
75910,200
75911,800
75912,800
75913,200
75914,800
75915,800
75916,400
75917,600
75918,1000
75919,500
75920,800
75921,400
75922,100
75923,2000
75924,200
75925,800
75926,100
75927,2000
75928,600
75929,100
75930,200
75931,200
75932,200
75933,300
75934,400
75935,2000
75936,100
75937,600
75938,2000
75939,400
75940,1000
75941,1000
75942,200
75943,400
75944,1000
75945,200
75946,500
75947,600
75948,400
75949,400
75950,800
75951,2000
75952,2000
75953,800
75954,1000
75955,800
75956,200
75957,600
75958,200
75959,200
75960,600
75961,200
75962,400
75963,400
75964,200
75965,1000
75966,1000
75967,400
75968,2000
75969,1000
75970,2000
75971,1000
75972,1000
75973,400
75974,800
75975,400
75976,500
75977,200
75978,1000
75979,400
75980,200
75981,800
75982,1000
75983,800
75984,400
75985,2000
75986,2000
75987,1000
75988,200
75989,1000
75990,2000
75991,1000
75992,200
75993,600
75994,2000
75995,600
75996,400
75997,600
75998,200
75999,200
76000,200
76001,2000
76002,400
76003,400
76004,800
76005,800
76006,300
76007,2000
76008,400
76009,2000
76010,400
76011,400
76012,1000
76013,800
76014,400
76015,1000
76016,800
76017,400
76018,400
76019,2000
76020,200
76021,1000
76022,2000
76023,1000
76024,300
76025,2000
76026,800
76027,800
76028,600
76029,400
76030,3000
76031,200
76032,300
76033,2000
76034,800
76035,800
76036,600
76037,400
76038,2000
76039,2000
76040,800
76041,300
76042,200
76043,200
76044,200
76045,600
76046,1000
76047,2000
76048,2000
76049,300
76050,1000
76051,800
76052,1000
76053,200
76054,800
76055,300
76056,2000
76057,100
76058,400
76059,600
76060,200
76061,600
76062,1000
76063,800
76064,200
76065,2000
76066,2000
76067,600
76068,600
76069,1000
76070,600
76071,2000
76072,800
76073,200
76074,200
76075,800
76076,600
76077,2000
76078,2000
76079,600
76080,5000
76081,1000
76082,400
76083,200
76084,800
76085,200
76086,800
76087,2000
76088,1000
76089,1000
76090,500
76091,800
76092,400
76093,200
76094,600
76095,2000
76096,500
76097,800
76098,300
76099,1000
76100,800
76101,100
76102,500
76103,400
76104,200
76105,800
76106,1000
76107,200
76108,400
76109,400
76110,2000
76111,800
76112,600
76113,400
76114,200
76115,600
76116,500
76117,300
76118,600
76119,600
76120,1000
76121,200
76122,300
76123,2000
76124,2000
76125,800
76126,200
76127,400
76128,800
76129,200
76130,300
76131,400
76132,800
76133,1000
76134,200
76135,200
76136,200
76137,200
76138,800
76139,800
76140,2000
76141,300
76142,400
76143,600
76144,400
76145,400
76146,300
76147,1000
76148,400
76149,1000
76150,400
76151,1000
76152,2000
76153,200
76154,800
76155,800
76156,600
76157,800
76158,200
76159,400
76160,1000
76161,200
76162,1000
76163,2000
76164,400
76165,1000
76166,200
76167,1000
76168,800
76169,600
76170,500
76171,200
76172,800
76173,600
76174,1000
76175,800
76176,2000
76177,1000
76178,1000
76179,1000
76180,400
76181,400
76182,400
76183,600
76184,1000
76185,400
76186,1000
76187,200
76188,1000
76189,400
76190,2000
76191,400
76192,400
76193,800
76194,1000
76195,2000
76196,400
76197,400
76198,400
76199,600
76200,600
76201,600
76202,400
76203,500
76204,200
76205,600
76206,200
76207,800
76208,1000
76209,2000
76210,400
76211,200
76212,2000
76213,800
76214,400
76215,400
76216,1000
76217,200
76218,800
76219,400
76220,400
76221,400
76222,800
76223,800
76224,400
76225,800
76226,800
76227,800
76228,400
76229,300
76230,1000
76231,800
76232,400
76233,100
76234,800
76235,400
76236,400
76237,1000
76238,200
76239,2000
76240,400
76241,800
76242,500
76243,400
76244,200
76245,1000
76246,500
76247,800
76248,200
76249,800
76250,2000
76251,1000
76252,200
76253,400
76254,400
76255,2000
76256,200
76257,500
76258,500
76259,1000
76260,400
76261,300
76262,500
76263,400
76264,600
76265,300
76266,800
76267,1000
76268,1000
76269,300
76270,800
76271,800
76272,600
76273,400
76274,1000
76275,400
76276,2000
76277,200
76278,200
76279,1000
76280,3000
76281,400
76282,400
76283,500
76284,300
76285,600
76286,800
76287,800
76288,100
76289,500
76290,1000
76291,1000
76292,800
76293,400
76294,400
76295,800
76296,1000
76297,800
76298,600
76299,200
76300,100
76301,600
76302,1000
76303,2000
76304,800
76305,800
76306,100
76307,1000
76308,300
76309,400
76310,600
76311,600
76312,200
76313,200
76314,300
76315,200
76316,800
76317,1000
76318,300
76319,800
76320,1000
76321,1000
76322,1000
76323,100
76324,800
76325,500
76326,500
76327,2000
76328,300
76329,400
76330,200
76331,1000
76332,400
76333,800
76334,1000
76335,2000
76336,200
76337,1000
76338,1000
76339,800
76340,2000
76341,400
76342,800
76343,400
76344,200
76345,400
76346,300
76347,600
76348,400
76349,600
76350,6000
76351,800
76352,600
76353,400
76354,2000
76355,2000
76356,200
76357,800
76358,400
76359,2000
76360,600
76361,1000
76362,1000
76363,2000
76364,400
76365,1000
76366,200
76367,1000
76368,800
76369,400
76370,2000
76371,300
76372,400
76373,2000
76374,1000
76375,200
76376,600
76377,1000
76378,600
76379,100
76380,300
76381,200
76382,5000
76383,400
76384,400
76385,400
76386,400
76387,300
76388,1000
76389,1000
76390,500
76391,800
76392,2000
76393,800
76394,200
76395,400
76396,600
76397,800
76398,400
76399,500
76400,600
76401,400
76402,800
76403,800
76404,2000
76405,400
76406,1000
76407,1000
76408,400
76409,2000
76410,1000
76411,300
76412,4000
76413,800
76414,800
76415,2000
76416,1000
76417,200
76418,200
76419,1000
76420,600
76421,1000
76422,1000
76423,400
76424,1000
76425,1000
76426,2000
76427,2000
76428,1000
76429,3000
76430,400
76431,600
76432,400
76433,600
76434,200
76435,300
76436,400
76437,600
76438,1000
76439,300
76440,300
76441,200
76442,600
76443,800
76444,1000
76445,800
76446,800
76447,800
76448,1000
76449,500
76450,500
76451,800
76452,1000
76453,800
76454,600
76455,1000
76456,300
76457,2000
76458,1000
76459,600
76460,600
76461,4000
76462,2000
76463,500
76464,300
76465,200
76466,400
76467,800
76468,2000
76469,1000
76470,800
76471,100
76472,1000
76473,400
76474,800
76475,2000
76476,2000
76477,1000
76478,200
76479,1000
76480,500
76481,600
76482,200
76483,2000
76484,400
76485,1000
76486,400
76487,200
76488,1000
76489,2000
76490,300
76491,400
76492,600
76493,1000
76494,400
76495,300
76496,400
76497,400
76498,2000
76499,1000
76500,1000
76501,600
76502,300
76503,400
76504,1000
76505,2000
76506,200
76507,400
76508,600
76509,600
76510,400
76511,800
76512,300
76513,600
76514,400
76515,200
76516,2000
76517,1000
76518,2000
76519,600
76520,400
76521,200
76522,1000
76523,400
76524,200
76525,3000
76526,800
76527,200
76528,100
76529,2000
76530,800
76531,200
76532,200
76533,400
76534,1000
76535,1000
76536,2000
76537,1000
76538,2000
76539,400
76540,200
76541,600
76542,400
76543,400
76544,1000
76545,1000
76546,2000
76547,600
76548,1000
76549,800
76550,600
76551,800
76552,200
76553,500
76554,200
76555,2000
76556,2000
76557,300
76558,2000
76559,200
76560,200
76561,1000
76562,400
76563,1000
76564,400
76565,400
76566,400
76567,2000
76568,600
76569,800
76570,300
76571,1000
76572,800
76573,400
76574,800
76575,400
76576,100
76577,4000
76578,1000
76579,100
76580,300
76581,400
76582,100
76583,600
76584,600
76585,800
76586,600
76587,400
76588,1000
76589,800
76590,2000
76591,500
76592,400
76593,400
76594,400
76595,200
76596,800
76597,1000
76598,1000
76599,2000
76600,500
76601,600
76602,400
76603,200
76604,800
76605,200
76606,800
76607,1000
76608,2000
76609,100
76610,800
76611,400
76612,400
76613,2000
76614,200
76615,1000
76616,500
76617,2000
76618,200
76619,5000
76620,500
76621,1000
76622,800
76623,800
76624,1000
76625,200
76626,1000
76627,400
76628,300
76629,800
76630,400
76631,800
76632,1000
76633,2000
76634,200
76635,800
76636,200
76637,200
76638,200
76639,600
76640,200
76641,400
76642,500
76643,400
76644,1000
76645,400
76646,600
76647,1000
76648,1000
76649,800
76650,400
76651,400
76652,1000
76653,1000
76654,2000
76655,2000
76656,500
76657,200
76658,800
76659,400
76660,200
76661,400
76662,2000
76663,1000
76664,2000
76665,400
76666,600
76667,1000
76668,2000
76669,400
76670,2000
76671,400
76672,400
76673,600
76674,800
76675,3000
76676,800
76677,500
76678,1000
76679,200
76680,500
76681,400
76682,600
76683,500
76684,1000
76685,100
76686,400
76687,1000
76688,1000
76689,500
76690,200
76691,600
76692,200
76693,2000
76694,300
76695,400
76696,600
76697,500
76698,800
76699,400
76700,2000
76701,2000
76702,800
76703,200
76704,400
76705,400
76706,800
76707,2000
76708,4000
76709,500
76710,1000
76711,800
76712,1000
76713,800
76714,400
76715,1000
76716,1000
76717,500
76718,200
76719,400
76720,800
76721,400
76722,1000
76723,800
76724,800
76725,200
76726,500
76727,800
76728,800
76729,2000
76730,1000
76731,200
76732,800
76733,2000
76734,400
76735,600
76736,300
76737,1000
76738,2000
76739,600
76740,600
76741,200
76742,400
76743,1000
76744,400
76745,2000
76746,200
76747,1000
76748,400
76749,1000
76750,200
76751,200
76752,800
76753,200
76754,1000
76755,400
76756,1000
76757,1000
76758,2000
76759,1000
76760,1000
76761,800
76762,400
76763,400
76764,1000
76765,200
76766,1000
76767,1000
76768,500
76769,2000
76770,800
76771,500
76772,400
76773,2000
76774,1000
76775,600
76776,400
76777,600
76778,800
76779,1000
76780,2000
76781,2000
76782,500
76783,800
76784,200
76785,100
76786,1000
76787,200
76788,400
76789,500
76790,1000
76791,1000
76792,600
76793,800
76794,100
76795,2000
76796,500
76797,600
76798,200
76799,1000
76800,200
76801,800
76802,400
76803,2000
76804,100
76805,400
76806,800
76807,200
76808,600
76809,800
76810,1000
76811,200
76812,100
76813,2000
76814,400
76815,800
76816,1000
76817,800
76818,1000
76819,600
76820,2000
76821,500
76822,1000
76823,300
76824,400
76825,600
76826,800
76827,2000
76828,400
76829,400
76830,800
76831,400
76832,1000
76833,800
76834,800
76835,800
76836,600
76837,800
76838,800
76839,200
76840,2000
76841,1000
76842,400
76843,400
76844,600
76845,400
76846,400
76847,800
76848,800
76849,400
76850,600
76851,800
76852,1000
76853,400
76854,400
76855,2000
76856,400
76857,200
76858,800
76859,2000
76860,2000
76861,400
76862,500
76863,1000
76864,500
76865,200
76866,400
76867,500
76868,400
76869,900
76870,400
76871,800
76872,600
76873,800
76874,800
76875,200
76876,800
76877,200
76878,800
76879,1000
76880,100
76881,300
76882,600
76883,1000
76884,2000
76885,600
76886,800
76887,200
76888,800
76889,200
76890,1000
76891,800
76892,800
76893,1000
76894,700
76895,800
76896,2000
76897,300
76898,200
76899,1000
76900,800
76901,1000
76902,100
76903,1000
76904,100
76905,400
76906,200
76907,800
76908,400
76909,2000
76910,400
76911,1000
76912,400
76913,2000
76914,600
76915,300
76916,400
76917,100
76918,200
76919,300
76920,1000
76921,200
76922,800
76923,2000
76924,1000
76925,1000
76926,500
76927,400
76928,500
76929,400
76930,1000
76931,300
76932,500
76933,400
76934,1000
76935,3000
76936,1000
76937,800
76938,400
76939,100
76940,1000
76941,2000
76942,500
76943,2000
76944,600
76945,600
76946,1000
76947,800
76948,100
76949,100
76950,1000
76951,800
76952,1000
76953,400
76954,600
76955,400
76956,400
76957,200
76958,400
76959,400
76960,400
76961,200
76962,800
76963,100
76964,200
76965,400
76966,100
76967,500
76968,800
76969,400
76970,400
76971,2000
76972,400
76973,100
76974,600
76975,800
76976,200
76977,600
76978,1000
76979,400
76980,200
76981,400
76982,400
76983,1000
76984,400
76985,400
76986,400
76987,1000
76988,1000
76989,800
76990,200
76991,800
76992,200
76993,2000
76994,800
76995,2000
76996,2000
76997,300
76998,800
76999,500
77000,2000
77001,800
77002,400
77003,800
77004,300
77005,800
77006,800
77007,1000
77008,600
77009,500
77010,400
77011,800
77012,300
77013,2000
77014,200
77015,200
77016,400
77017,1000
77018,500
77019,800
77020,2000
77021,1000
77022,600
77023,2000
77024,200
77025,600
77026,1000
77027,600
77028,800
77029,500
77030,400
77031,200
77032,500
77033,100
77034,1000
77035,800
77036,400
77037,1000
77038,400
77039,1000
77040,400
77041,200
77042,2000
77043,800
77044,800
77045,400
77046,400
77047,800
77048,2000
77049,500
77050,1000
77051,200
77052,400
77053,800
77054,400
77055,600
77056,2000
77057,400
77058,2000
77059,800
77060,600
77061,200
77062,200
77063,2000
77064,200
77065,1000
77066,400
77067,400
77068,600
77069,1000
77070,800
77071,400
77072,800
77073,800
77074,100
77075,100
77076,1000
77077,600
77078,400
77079,400
77080,800
77081,600
77082,400
77083,1000
77084,100
77085,400
77086,100
77087,400
77088,400
77089,1000
77090,600
77091,200
77092,100
77093,2000
77094,400
77095,1000
77096,100
77097,100
77098,200
77099,500
77100,400
77101,1000
77102,300
77103,2000
77104,800
77105,100
77106,2000
77107,600
77108,400
77109,800
77110,7000
77111,1000
77112,800
77113,400
77114,400
77115,2000
77116,800
77117,200
77118,600
77119,400
77120,100
77121,400
77122,2000
77123,500
77124,400
77125,600
77126,200
77127,400
77128,2000
77129,200
77130,800
77131,300
77132,200
77133,6000
77134,400
77135,1000
77136,1000
77137,200
77138,200
77139,200
77140,500
77141,2000
77142,5000
77143,1000
77144,400
77145,800
77146,200
77147,200
77148,1000
77149,2000
77150,200
77151,2000
77152,2000
77153,2000
77154,800
77155,800
77156,2000
77157,400
77158,2000
77159,400
77160,400
77161,400
77162,200
77163,1000
77164,1000
77165,200
77166,400
77167,600
77168,400
77169,200
77170,600
77171,400
77172,200
77173,1000
77174,1000
77175,400
77176,200
77177,200
77178,1000
77179,1000
77180,800
77181,800
77182,800
77183,600
77184,100
77185,500
77186,600
77187,200
77188,100
77189,300
77190,400
77191,200
77192,1000
77193,400
77194,400
77195,1000
77196,100
77197,800
77198,500
77199,800
77200,400
77201,600
77202,300
77203,1000
77204,800
77205,2000
77206,500
77207,400
77208,800
77209,500
77210,500
77211,800
77212,600
77213,800
77214,500
77215,400
77216,2000
77217,800
77218,800
77219,2000
77220,200
77221,200
77222,2000
77223,400
77224,400
77225,1000
77226,600
77227,800
77228,400
77229,200
77230,2000
77231,300
77232,200
77233,200
77234,400
77235,800
77236,1000
77237,2000
77238,200
77239,200
77240,200
77241,300
77242,1000
77243,200
77244,1000
77245,400
77246,400
77247,0
77248,400
77249,2000
77250,200
77251,1000
77252,400
77253,800
77254,400
77255,400
77256,200
77257,400
77258,1000
77259,200
77260,800
77261,600
77262,600
77263,100
77264,1000
77265,300
77266,2000
77267,100
77268,200
77269,200
77270,800
77271,200
77272,500
77273,600
77274,400
77275,2000
77276,100
77277,500
77278,2000
77279,2000
77280,500
77281,400
77282,500
77283,1000
77284,200
77285,100
77286,800
77287,400
77288,200
77289,300
77290,400
77291,2000
77292,2000
77293,2000
77294,800
77295,200
77296,400
77297,200
77298,2000
77299,800
77300,300
77301,600
77302,2000
77303,600
77304,1000
77305,2000
77306,600
77307,600
77308,2000
77309,1000
77310,800
77311,400
77312,600
77313,400
77314,2000
77315,800
77316,2000
77317,800
77318,700
77319,2000
77320,200
77321,400
77322,1000
77323,600
77324,600
77325,400
77326,1000
77327,400
77328,400
77329,400
77330,200
77331,300
77332,300
77333,2000
77334,1000
77335,500
77336,400
77337,1000
77338,800
77339,1000
77340,800
77341,300
77342,1000
77343,1000
77344,600
77345,200
77346,300
77347,200
77348,1000
77349,800
77350,800
77351,400
77352,1000
77353,1000
77354,400
77355,200
77356,2000
77357,2000
77358,2000
77359,2000
77360,400
77361,400
77362,1000
77363,1000
77364,1000
77365,1000
77366,400
77367,400
77368,600
77369,100
77370,800
77371,1000
77372,400
77373,800
77374,4000
77375,2000
77376,100
77377,200
77378,400
77379,200
77380,400
77381,1000
77382,600
77383,300
77384,400
77385,800
77386,2000
77387,200
77388,400
77389,100
77390,600
77391,400
77392,2000
77393,400
77394,400
77395,200
77396,300
77397,100
77398,1000
77399,200
77400,600
77401,600
77402,600
77403,200
77404,400
77405,400
77406,300
77407,300
77408,1000
77409,800
77410,2000
77411,2000
